id,create_time,desc,play_count,music_id,music_title,music_duration,music_original,url,user_id,user_verified,challenges
7439534974459596078,1732151722,Tis the season for dark and healthy hair 😍 @Matrix #MatrixPartner  #Matrixtonalcontrol #matrixbuildabond #hairtok #hairbytrishv #healthyhair #winterhairinspo #darkhair #darkhairgoals #lasvegashairstylist #lahairstylist #hawaiihairstylist,9967,7.274026617033558e+18,UNSTOPPABLE EVENING,133.0,f,https://tiktok.com/@/video/7439534974459596078,6743993593001051142,f,"[""matrixpartner"",""matrixtonalcontrol"",""matrixbuildabond"",""hairtok"",""hairbytrishv"",""healthyhair"",""winterhairinspo"",""darkhair"",""darkhairgoals"",""lasvegashairstylist"",""lahairstylist"",""hawaiihairstylist""]"
7512472327347752238,1749133784,"☀️ Summer just got a whole lot cooler at the City Museum gift shop 😎🛍️ From colorful camp shirts to Bog bags and backpacks, we’ve got everything you need to style your next adventure! #CityMuseum #SummerVibes #stlouis #GiftShopFinds #MuseumMerch #SummerStyle #BogBag #CampShirtSeason #ThingsToDoInSTL #ShopLocal #TikTokMadeMeBuyIt #fyp #AestheticFinds #MuseumTok ",2376,7.274026617033558e+18,UNSTOPPABLE EVENING,133.0,f,https://tiktok.com/@/video/7512472327347752238,6736673892557571078,f,"[""citymuseum"",""summervibes"",""stlouis"",""giftshopfinds"",""museummerch"",""summerstyle"",""bogbag"",""campshirtseason"",""thingstodoinstl"",""shoplocal"",""tiktokmademebuyit"",""fyp"",""aestheticfinds"",""museumtok""]"
7482701229949193503,1742202239,Matilda cast then and now #thenandnow #matilda #cast #usa #history ,2078,7.274026617033558e+18,UNSTOPPABLE EVENING,133.0,f,https://tiktok.com/@/video/7482701229949193503,7478720916752958507,f,"[""thenandnow"",""matilda"",""cast"",""usa"",""history""]"
7491817346491829547,1744324667,"One Pan Boursin Chicken Orzo Bake Easy and delicious one pan meal that will make a delicious dinner and have enough for a delicious leftover lunch the next day! 2 tbsp @Chosen Foods avocado oil 1 lb diced chicken breast  1/2 tsp paprika 1/2 tsp garlic powder  1/2 tsp @Trader Joe's Aglio Olio seasoning (or Italian seasoning  1/2 tsp salt 1/2 tsp black pepper Juice from 1 lemon 1 @Boursin Cheese Shallot & Chive 1/2 C Chopped sundried tomatoes 1/4 C frozen spinach, defrosted  1.5 C Orzo  2 C low sodium chicken broth 1 C water Preheat oven to 400F In a large baking dish, add avocado oil and diced chicken breast. Add all seasonings and lemon juice, then mix well. Create a hole in the center of the dish and place the Boursin cheese. Add in sundried tomatoes and spinach throughout entire dish. Add orzo throughout entire sish, then add chicken broth and water. Gently push orzo down to submerge under liquid. Place in oven, then bake 35-40 minutes. When done, remove from oven and mix entire dish. Let it sit 5-10 minutes for the orzo to soak up all the liquid, then enjoy!  #recipe #recipeshares #foodie #foodtok #easyrecipes #foodtiktok #foodblogger #cooking #dinner #dinnerideas #dinnerinspo #easyrecipe #easymeal #easymeals #weeknightdinner #weeknightmeals #weeknightdinnerrecipes #onepanmeal #orzo #tiktokfood #dinnertime #dinnerwithme ",3749,7.274026617033558e+18,UNSTOPPABLE EVENING,133.0,f,https://tiktok.com/@/video/7491817346491829547,7473534518453699626,f,"[""Recipe"",""recipeshares"",""Foodie"",""FoodTok"",""EasyRecipes"",""foodtiktok"",""foodblogger"",""cooking"",""dinner"",""DinnerIdeas"",""dinnerinspo"",""EasyRecipe"",""easymeal"",""easymeals"",""weeknightdinner"",""weeknightmeals"",""weeknightdinnerrecipes"",""onepanmeal"",""orzo"",""tiktokfood"",""dinnertime"",""dinnerwithme""]"
7404292387620605226,1723946168,My new phone case AOTESIER 😍 #fypage #fypシ゚viral #fyppppppppppppppppppppppp #amazonfinds #amazonphonecase #sagegreen #sagegreenaesthetic #iphonecase #iphone12minigreen ,9948,7.274026617033558e+18,UNSTOPPABLE EVENING,133.0,f,https://tiktok.com/@/video/7404292387620605226,6844968926919050245,f,"[""fypage"",""fyp\u30b7\u309aviral"",""fyppppppppppppppppppppppp"",""amazonfinds"",""amazonphonecase"",""sagegreen"",""sagegreenaesthetic"",""iphonecase"",""iphone12minigreen""]"
7457972895751376170,1736444635,Real Estate Photograohy Behind The Scenes #photographytips #photography #realestatephotography #dayinthelife #zillow ,2659,7.274026617033558e+18,UNSTOPPABLE EVENING,133.0,f,https://tiktok.com/@/video/7457972895751376170,6944166911370478598,f,"[""photographytips"",""photography"",""realestatephotography"",""dayinthelife"",""zillow""]"
7499497957444701471,1746112977,"Happy Opening Day to Quarry Oaks Golf Club! 🔥  After 2.5 years of dedication and hard work, the big day is finally here. I'm excited for everyone who played a part in the renovation and I’m even more excited for the golfers that will get to enjoy the new property. The vision was bold—and the results speak for themselves. 🔥 #fyp #golf #drone #nebraska #golftiktok ",3124,7.274026617033558e+18,UNSTOPPABLE EVENING,133.0,f,https://tiktok.com/@/video/7499497957444701471,6700269299531088902,f,"[""fyp"",""golf"",""drone"",""nebraska"",""golftiktok""]"
7493091874358545694,1744621553,"Day 4, 4/13/25 #vlog #vlogs #vlogger #vlogging #vlogtiktok #adayinmylife #adayinthelife #adayinmylifevlog #adayinmylifevlog #hawaii #hawaiitiktok #hawaiilife ",1274,7.274026617033558e+18,UNSTOPPABLE EVENING,133.0,f,https://tiktok.com/@/video/7493091874358545694,6740165878790538246,f,"[""Vlog"",""vlogs"",""vlogger"",""vlogging"",""vlogtiktok"",""adayinmylife"",""adayinthelife"",""adayinmylifevlog"",""hawaii"",""hawaiitiktok"",""hawaiilife""]"
7458747476070321454,1736624983,"Transforming my Frame TV into the ultimate statement piece for our family room 🎨✨ With a couple hours of DIY, several episodes of SATC, and a little help, I created a custom frame that blends seamlessly into this room. #frametv #diy #tvframe #homedecor #interiordesign #fyp ",3472,7.274026617033558e+18,UNSTOPPABLE EVENING,133.0,f,https://tiktok.com/@/video/7458747476070321454,7358082045279028267,f,"[""frametv"",""DIY"",""tvframe"",""homedecor"",""interiordesign"",""fyp""]"
7493007200609226015,1744601721,Un minivlog de nuestra rutina de viernes y así son casi todos nuestros días 😂 pero felicesss!!  #goldenretriever #dogsoftiktok #dog #goldenretrieverlife #boston #latina #lifestyle ,2063,7.274026617033558e+18,UNSTOPPABLE EVENING,133.0,f,https://tiktok.com/@/video/7493007200609226015,124701946480865280,f,"[""goldenretriever"",""dogsoftiktok"",""dog"",""goldenretrieverlife"",""boston"",""latina"",""Lifestyle""]"
7515524730779077930,1749844504,Like and follow our TikTok for 20$ off your next visit!!😊❤️#laserhairremoval #lexingtonky #lasertattooremoval #skintigheningtreatment #facialtreatment #skincare #skincare #skincare #skincare #kentucky #foryoupage ,6087,7.274026617033558e+18,UNSTOPPABLE EVENING,133.0,f,https://tiktok.com/@/video/7515524730779077930,7120628177261970478,f,"[""laserhairremoval"",""lexingtonky"",""lasertattooremoval"",""skintigheningtreatment"",""facialtreatment"",""skincare"",""kentucky"",""foryoupage""]"
7492876672161565974,1744571302,"Need a good mouse? I gotchu. The @Logitech mx master 3 is top tier. Been using it since the day it was released and I will NOT be changing any time soon.  . . . . . . Like share, save and follow @naj_visuals for more desk setup content inspirations . . . . #interiordecor #livingroomdecor #detailsmatter #hometour #interiordecorator #livingroomideas #homestyle #cozyvibes #desksetup #desk #setupinspiration",1511,7.274026617033558e+18,UNSTOPPABLE EVENING,133.0,f,https://tiktok.com/@/video/7492876672161565974,7075808788141720581,f,"[""interiordecor"",""livingroomdecor"",""detailsmatter"",""hometour"",""interiordecorator"",""livingroomideas"",""homestyle"",""cozyvibes"",""desksetup"",""desk"",""setupinspiration""]"
